[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-27 11:21:27] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content\uploads
[2025-03-27 11:21:27] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content
[2025-03-27 11:21:29] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-27 11:21:29] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-27 11:21:29] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-27 11:21:31] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content\uploads
[2025-03-27 11:21:31] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content
[2025-03-27 11:21:41] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484\
[2025-03-27 11:21:41] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/abhi-singh/
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/jszip.vendor.eba4ace24dcc63eadac0.bundle.min.js.LICENSE.txt
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/load-more.8b46f464e573feab5dd7.bundle.min.js
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/load-more.f5ecc1c66872d0bd2d17.bundle.js
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/loop-carousel.5108cb72ebb124297adb.bundle.js
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/loop-carousel.f8067ec0c24b628c786e.bundle.min.js
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/loop-filter-editor.46a4c013b80a381a50c9.bundle.js
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/loop-filter-editor.67dfa5d044d7bd86bd6f.bundle.min.js
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/loop.4a16d82b8b5e3e00f25e.bundle.min.js
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/loop.da94e53412e56933f721.bundle.js
[2025-03-27 11:21:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/lottie.a02a01f29c0733918ac7.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/lottie.e74a53bfa4c0bd939250.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/media-carousel.04412cb9b4479aa37408.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/media-carousel.afbaabb756a7c18ddb09.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/mega-menu-editor.a0c405b93f24b0011f86.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/mega-menu-editor.d6c0f51481d860b12bb7.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/mega-menu-stretch-content.0d76e4a3b7bf65ff6f9b.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/mega-menu-stretch-content.480e081cebe071d683e8.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/mega-menu.4a05edbefebc8de41e36.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/mega-menu.8008698e9df584aa4337.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/menu-title-keyboard-handler.070cb9cb3c4f1f016388.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/menu-title-keyboard-handler.ad6efd6a78bf25450d5a.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/nav-menu.a23fbd67486c5bedf26c.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/nav-menu.e135a0d0f766c7f455ff.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.0df35e0e1a284d4bd18b.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.6d7500036d0766bbe2fc.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/nested-carousel.4d07ea83632034f2e72e.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/nested-carousel.776ab95ca4daa003622e.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/363.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/363.min.js.LICENSE.txt
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/notes.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js.LICENSE.txt
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/notes/vendors-node_modules_radix-ui_react-alert-dialog_dist_index_module_js-node_modules_radix-ui_r-e4587e.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.3bc6e394bd20d4fd64dc.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.d20b8e528d36b21a024c.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/off-canvas.02e30e192bc782084e8a.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/off-canvas.41d355285c19e4440547.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.asset.php
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.strings.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.asset.php
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.strings.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.asset.php
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/ui/ui.asset.php
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/ui/ui.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/ui/ui.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/page-transitions.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/page-transitions.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/paypal-button.55ffb013a3fe565f55a5.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/paypal-button.f4f64e46173f50701949.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/popup.996738ad83c089bcc0b9.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/popup.f7b15b2ca565b152bf98.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/portfolio.4cd5da34009c30cb5d70.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/portfolio.5727b56368be256d0893.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/posts.aec59265318492b89cb5.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/posts.e99f84b83c36d4568ffe.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/preview.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/preview.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/product-add-to-cart.51a22e1fbd8f914ab3d5.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/product-add-to-cart.d5883897e035f9c53c5e.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/progress-tracker.8cccdda9737c272489fc.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/progress-tracker.fd1d31a26340ed74e10a.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/qunit-tests.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/qunit-tests.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/screenshot.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/screenshot.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/search-form.8941aba5c12cdb05fb7c.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/search-form.b7065999d77832a1b764.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/search.3db30c59360e14bb4448.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/search.5c7852be6fc67209b3a8.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/share-buttons.63d984f8c96d1e053bc0.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/share-buttons.fda49c1691f4a352c7ef.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/slides.bcd16bbde90338846bd7.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/slides.c0029640cbdb48199471.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/social.ac16c075939dcb93f70c.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/social.f215e8a3efafbdbeb7ef.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/stripe-button.61d93594d6b7865f8b3f.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/stripe-button.cf3f67d6b95e0138bb6b.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/table-of-contents.8d46d3a531c49309b7eb.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/table-of-contents.99a74eec7252759bebdb.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/taxonomy-filter.ce05524d53c2d4c5aa24.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/taxonomy-filter.e839f2be32b7ea832b34.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/video-playlist.9e1bbc4fcb37864c89d6.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/video-playlist.af20fd9fd8778929829e.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-cart.79b5dc500681930471c6.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-cart.d0d01530f5be6736b5d2.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-checkout-page.470384546c61ebcaa89d.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-checkout-page.943b06275712cd4b96a5.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-menu-cart.81f5bafc26b94cc86238.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-menu-cart.eb61fe086245485310a4.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-my-account.4e940a8b4a52d1c98c5c.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-my-account.7a9d36b2c12b970c6616.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-notices.bcee9b5e1c8f65ac7927.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-notices.ee407e8319d2ee060119.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-purchase-summary.3676ccd8c29ef0924b84.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-purchase-summary.c8767542fa302a7f351f.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/admin-rtl.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/admin-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/admin.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/admin.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/app-rtl.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/app-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/app.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/app.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/editor-rtl.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/editor-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/editor.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/editor.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/frontend-msie.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/frontend-msie.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/custom-code-rtl.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/custom-code-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/custom-code.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/custom-code.min.css
